pseudogene_id	chrom	start	end	strand	parent_protein	frameshifts	insertions	deletions	stop_codons	exon_count	coverage	identity	evalue
PG6580	CP002688.1	1607141	1607479	+	AEC09411.1	0	3	1	3	1	0.13	0.34	2.8e-13
PG6582	CP002688.1	1685822	1685977	-	AED91001.1	0	1	0	1	1	0.11	0.89	2.6e-29
PG6583	CP002688.1	1734952	1735161	+	AEE75021.1	0	2	12	0	1	0.44	0.53	1.4e-19
PG6584	CP002688.1	1754901	1755347	-	AED90956.1	0	1	0	0	1	0.99	0.61	5.5e-48
PG6585	CP002688.1	1813048	1813164	-	AEC08742.1	0	0	0	1	1	0.22	0.72	1e-15
PG6586	CP002688.1	1817799	1817933	+	AEC06061.1	0	0	0	2	1	0.18	0.72	2.3e-18
PG6587	CP002688.1	1868797	1869114	+	AEE84970.1	2	8	3	2	1	0.14	0.67	1.6e-32
PG6588	CP002688.1	1917339	1917434	+	AED94826.1	0	0	0	0	1	0.11	0.67	2.5e-17
PG6589	CP002688.1	2038843	2039157	+	AED91046.1	4	6	7	2	1	0.58	0.71	8.5e-40
PG6590	CP002688.1	2106051	2107457	-	AEE85585.1	0	13	26	0	1	0.84	0.23	7.9e-15
PG6591	CP002688.1	2226391	2226818	+	AEE86318.1	5	6	13	0	2	0.42	0.66	4.6e-20
PG6592	CP002688.1	2257487	2259547	-	AEE31992.1	1	1	0	2	3	0.99	0.62	4.7e-56
PG6593	CP002688.1	2259578	2261057	-	AEE31993.1	1	1	6	0	2	0.72	0.49	1.1e-113
PG6594	CP002688.1	2261655	2262509	-	AED93887.1	0	6	1	0	2	0.51	0.64	2.8e-38
PG6595	CP002688.1	2289065	2289610	+	AEE30886.1	0	1	3	1	1	0.86	0.23	4.8e-11
PG6597	CP002688.1	2374115	2374837	+	AEE31993.1	0	2	5	0	1	0.39	0.32	1.6e-30
PG6598	CP002688.1	2374847	2375116	+	AEE84338.1	0	0	0	0	1	0.24	0.72	7.4e-36
PG6599	CP002688.1	2375736	2377310	+	AEE85585.1	0	17	31	2	1	0.94	0.27	1.1e-21
PG6600	CP002688.1	2441767	2443338	+	ANM66829.1	0	7	1	0	1	0.50	0.54	2.8e-132
PG6602	CP002688.1	2898082	2898944	-	AED91187.1	0	1	0	0	3	0.17	0.85	1e-12
PG6603	CP002688.1	2957223	2958041	-	AEE29824.1	0	0	0	2	1	0.36	0.65	2.3e-94
PG6604	CP002688.1	2974937	2975088	-	AEE79698.1	1	1	0	1	1	0.19	0.67	2.3e-17
PG6605	CP002688.1	3008583	3010937	-	AED91438.1	1	1	0	0	4	0.93	0.70	1.1e-34
PG6606	CP002688.1	3247298	3247372	-	AEE35250.1	0	0	1	1	1	0.15	0.81	1.2e-12
PG6607	CP002688.1	3247496	3247594	+	AED91526.1	0	0	0	0	1	0.82	1.00	2.9e-22
PG6608	CP002688.1	3253013	3253117	+	AEE31633.1	0	0	0	0	1	0.23	0.78	4.7e-22
PG6610	CP002688.1	3428223	3428714	+	AEC05391.1	0	0	0	0	1	0.32	0.70	3.7e-67
PG6611	CP002688.1	3576946	3577053	+	AEE34300.1	0	0	0	0	1	0.12	0.65	6.9e-21
PG6612	CP002688.1	3587409	3587901	-	AEE28189.1	0	0	4	0	2	0.63	0.76	3.4e-24
PG6614	CP002688.1	3714386	3714655	-	AEE82909.1	0	0	0	0	1	0.62	0.30	1.9e-15
PG6616	CP002688.1	3786083	3786667	+	AEE78545.2	2	8	9	3	1	0.49	0.33	3.6e-26
PG6617	CP002688.1	3815251	3815496	-	AEE78932.1	0	5	0	0	1	0.20	0.34	9.1e-12
PG6619	CP002688.1	3907953	3908396	-	AEE77604.1	0	3	5	0	1	0.36	0.27	7.6e-12
PG6620	CP002688.1	3935507	3936412	-	AEC05714.2	2	9	7	4	2	0.77	0.61	5.1e-48
PG6622	CP002688.1	3940011	3940367	+	AED91771.1	3	4	2	2	2	0.16	0.77	8.9e-22
PG6623	CP002688.1	4012338	4012604	-	AEE83011.1	0	6	1	0	1	0.38	0.58	1.5e-05
PG6625	CP002688.1	4139320	4139742	+	AED93895.1	0	2	9	1	1	0.81	0.37	2.2e-19
PG6626	CP002688.1	4189826	4190059	+	AED97983.1	0	0	4	1	1	0.31	0.46	5.1e-21
PG6627	CP002688.1	4208692	4210107	-	ANM66829.1	0	0	4	0	1	0.46	0.41	3e-83
PG6628	CP002688.1	4211344	4212591	-	AEE76453.1	0	7	9	0	2	0.89	0.28	1e-17
PG6629	CP002688.1	4321093	4321707	+	AEC05391.1	0	7	2	0	1	0.39	0.26	1.9e-18
PG6630	CP002688.1	4322431	4323921	+	AEE31993.1	0	0	0	0	2	0.72	0.68	2e-122
PG6631	CP002688.1	4323949	4325973	+	AEE31992.1	0	0	0	0	3	0.99	0.67	1.3e-61
PG6632	CP002688.1	4326003	4326111	+	AEE82180.1	1	1	0	0	1	0.97	0.92	3.6e-18
PG6633	CP002688.1	4332971	4334545	-	ANM65689.1	0	9	6	0	1	0.98	0.35	2.2e-88
PG6634	CP002688.1	4354889	4355128	-	AEE75221.1	0	0	0	2	1	0.44	0.73	3.3e-39
PG6635	CP002688.1	4403102	4404262	+	ANM65688.1	0	1	0	0	1	0.81	0.46	3.4e-95
PG6636	CP002688.1	4530144	4530287	+	AEC06232.1	0	0	0	1	1	0.27	0.69	3.3e-20
PG6637	CP002688.1	4563896	4564606	+	AEE82409.1	0	3	5	3	1	0.72	0.27	1.8e-29
PG6639	CP002688.1	4690026	4690103	+	AEE79698.1	0	0	0	0	1	0.10	0.93	2.8e-14
PG6640	CP002688.1	4690337	4690428	+	AED96400.1	1	1	0	0	1	0.11	0.75	5.6e-14
PG6641	CP002688.1	4788507	4791441	+	AEE86021.1	0	1	0	0	2	0.27	0.84	2.1e-19
PG6642	CP002688.1	4791575	4791673	+	AEE80361.1	0	0	0	0	1	0.15	0.97	5.3e-19
PG6643	CP002688.1	4794512	4794629	-	AEE86022.1	1	2	0	1	1	0.17	0.82	5.2e-16
PG6644	CP002688.1	4794662	4795523	+	AEE86019.1	2	16	0	0	1	0.20	0.91	4.6e-103
PG6645	CP002688.1	4797477	4797782	+	AEE77747.1	0	0	0	0	1	0.12	0.27	1.8e-11
PG6646	CP002688.1	4797986	4800092	-	ANM67336.1	1	1	1	0	3	1.00	0.88	1.1e-40
PG6647	CP002688.1	4800383	4800721	-	AEE30570.1	0	0	0	1	1	0.44	0.76	1.8e-12
PG6649	CP002688.1	4854112	4854385	+	AED92099.1	1	2	5	0	2	0.11	0.84	1.7e-16
PG6650	CP002688.1	4888819	4888959	+	AED92251.1	0	0	0	0	1	0.20	0.92	1e-36
PG6651	CP002688.1	4971190	4971492	-	ANM68413.1	0	13	0	0	1	0.55	0.26	0.0034
PG6652	CP002688.1	5045773	5045995	-	AEE85897.1	1	12	1	2	1	0.98	0.50	3.1e-15
PG6653	CP002688.1	5097413	5097603	-	AEC06232.1	1	1	3	1	1	0.37	0.60	8.8e-20
PG6654	CP002688.1	5100414	5100628	+	AEE30698.1	1	4	0	0	1	0.17	0.56	1.7e-20
PG6656	CP002688.1	5219041	5220619	-	ANM65971.1	0	6	9	1	2	0.64	0.25	7.1e-21
PG6657	CP002688.1	5332044	5332858	-	AEE28475.1	1	2	5	1	2	0.74	0.78	5.3e-76
PG6658	CP002688.1	5348420	5348774	-	AED92283.1	2	7	0	1	2	0.48	0.68	1.8e-19
PG6660	CP002688.1	5383297	5383596	-	AEE77061.1	0	0	0	0	1	0.65	0.77	9e-49
PG6661	CP002688.1	5390517	5392244	+	ANM60795.1	0	8	6	0	1	0.79	0.47	2.4e-146
PG6662	CP002688.1	5460200	5460463	+	AEE35440.1	1	3	1	1	2	0.13	0.65	2e-16
PG6664	CP002688.1	5593436	5593780	+	AEE77060.1	0	0	0	4	1	0.41	0.47	6e-28
PG6665	CP002688.1	5627913	5629852	+	AED92387.1	1	1	0	0	2	0.47	0.94	3.2e-19
PG6666	CP002688.1	5629979	5634988	+	ANM65272.1	0	0	0	0	2	0.33	1.00	3e-20
PG6667	CP002688.1	5848392	5850018	-	AEE85585.1	1	4	14	0	1	0.96	0.43	7.9e-88
PG6669	CP002688.1	5855683	5855832	+	AEE82511.2	0	0	0	2	1	0.11	0.55	9.8e-19
PG6670	CP002688.1	5858536	5858697	-	AED92461.1	0	1	0	0	1	0.11	0.67	2.1e-19
PG6671	CP002688.1	5869465	5869536	+	AED90572.1	0	0	0	0	1	0.14	0.84	1.2e-12
PG6673	CP002688.1	5964927	5965187	-	AEE74368.1	0	3	1	0	1	0.43	0.43	9.9e-18
PG6674	CP002688.1	5967482	5967779	-	AEE74002.1	1	15	0	2	1	0.65	0.41	2.1e-12
PG6675	CP002688.1	6017006	6017167	+	AEE74018.1	0	0	0	0	1	0.10	0.78	7.6e-28
PG6676	CP002688.1	6067855	6068224	-	AED92541.1	1	1	4	0	1	0.28	0.61	8.2e-29
PG6678	CP002688.1	6117636	6117788	+	AEC05920.1	0	0	0	0	1	0.14	0.89	2.4e-19
PG6679	CP002688.1	6205827	6206037	+	ANM70259.1	1	1	2	0	1	0.31	0.69	2.2e-26
PG6680	CP002688.1	6207120	6208090	+	AEE31993.1	0	3	10	0	2	0.54	0.36	1.4e-20
PG6681	CP002688.1	6208109	6208498	+	AEE84338.1	0	1	7	0	1	0.36	0.29	9.8e-19
PG6682	CP002688.1	6209009	6210614	+	AEE85585.1	1	2	14	1	1	0.95	0.33	2.3e-34
PG6684	CP002688.1	6223339	6223491	-	AED92596.1	0	0	0	0	1	0.98	0.86	1.2e-23
PG6685	CP002688.1	6263748	6263954	+	AED93051.1	0	8	0	2	1	0.13	0.44	7.6e-11
PG6687	CP002688.1	6351261	6351544	+	AEE77613.1	1	1	0	1	1	0.21	0.41	3.6e-14
PG6688	CP002688.1	6398174	6398275	-	AEC08013.1	0	0	0	0	1	0.97	0.94	2.1e-21
PG6689	CP002688.1	6403331	6405031	-	ANM66829.1	0	5	0	0	1	0.54	0.53	3.2e-131
PG6690	CP002688.1	6406124	6406420	-	AEE76450.1	0	0	8	1	1	0.26	0.31	3.5e-09
PG6691	CP002688.1	6406943	6407623	-	AEE30081.1	0	1	4	0	1	0.97	0.26	1.1e-28
PG6692	CP002688.1	6433923	6435527	-	ANM66829.1	0	8	1	1	1	0.51	0.53	2.9e-135
PG6693	CP002688.1	6437679	6438335	-	AEE30081.1	0	0	3	1	1	0.94	0.32	1.8e-33
PG6694	CP002688.1	6439443	6439615	-	AED95084.1	1	1	3	1	1	0.20	0.63	3.7e-14
PG6695	CP002688.1	6441971	6442069	+	AEE82239.1	0	0	0	0	1	0.11	0.97	3.1e-15
PG6696	CP002688.1	6444336	6444710	-	AEE33723.1	0	0	0	2	1	0.43	0.48	8.7e-36
PG6697	CP002688.1	6632594	6632701	-	AED93319.1	0	0	0	0	1	0.11	0.78	1.8e-16
PG6698	CP002688.1	6633358	6633465	+	AED93319.1	0	0	0	0	1	0.11	0.78	1.7e-15
PG6699	CP002688.1	6634352	6634625	-	ANM70770.1	0	0	0	0	2	0.98	0.99	4.5e-27
PG6702	CP002688.1	6843896	6844156	+	ANM65688.1	0	0	0	0	1	0.18	0.36	3.3e-18
PG6703	CP002688.1	6915152	6915424	-	ANM63061.1	0	8	1	1	1	0.76	0.51	1.7e-17
PG6705	CP002688.1	6982414	6982924	+	ANM59266.1	0	0	0	0	3	0.82	0.79	2.1e-16
PG6706	CP002688.1	7028123	7031173	+	AED95269.1	0	15	6	0	2	0.87	0.27	9.6e-16
PG6707	CP002688.1	7035926	7037431	-	AEE32491.1	3	12	31	4	2	0.67	0.27	7.4e-25
PG6708	CP002688.1	7041155	7041424	+	ANM65688.1	0	0	0	2	1	0.19	0.29	5.1e-13
PG6709	CP002688.1	7041401	7042650	+	AEE85585.1	1	10	19	1	1	0.74	0.33	8.7e-30
PG6710	CP002688.1	7082422	7082835	-	AEE77747.1	0	0	3	0	1	0.17	0.26	3.3e-11
PG6712	CP002688.1	7147477	7147716	-	AEC08948.1	2	5	12	2	1	0.23	0.46	3.4e-13
PG6713	CP002688.1	7299905	7300318	+	AED94678.1	0	2	16	1	1	0.94	0.53	6.4e-40
PG6714	CP002688.1	7327999	7328148	-	AEC06232.1	0	0	0	2	1	0.28	0.55	1.1e-16
PG6716	CP002688.1	7457391	7457531	+	AED95833.1	0	3	0	2	1	0.34	0.60	1e-16
PG6717	CP002688.1	7462260	7462427	-	AED94056.1	0	0	2	1	1	0.12	0.80	4e-23
PG6719	CP002688.1	7506490	7506681	-	AEC07295.1	0	0	0	0	1	0.18	0.46	1.8e-16
PG6720	CP002688.1	7589192	7589296	-	AEC08746.1	0	0	0	0	1	0.14	0.72	1.5e-13
PG6721	CP002688.1	7602861	7602959	-	AEC07693.1	0	0	0	1	1	0.14	0.73	4.9e-13
PG6722	CP002688.1	7606753	7607468	-	AEE74876.1	1	17	7	2	1	0.59	0.28	1.9e-17
PG6723	CP002688.1	7643398	7643661	-	AEE75414.1	5	5	6	2	1	0.16	0.59	5.8e-18
PG6724	CP002688.1	7683813	7684010	+	AED93101.1	0	0	0	0	1	0.35	0.98	2e-40
PG6726	CP002688.1	7714668	7714742	-	AEE31881.1	0	0	0	0	1	0.11	0.73	3.4e-14
PG6727	CP002688.1	7876505	7876956	-	ANM65688.1	1	6	1	3	1	0.31	0.35	1.1e-25
PG6728	CP002688.1	7884928	7885035	-	AED93164.1	0	1	0	0	1	0.15	0.70	4.4e-12
PG6729	CP002688.1	7885800	7886062	-	AEE34741.1	1	1	0	0	1	0.14	0.94	1e-47
PG6730	CP002688.1	7886115	7886519	-	AEC09305.1	0	0	0	4	2	0.24	0.85	5.6e-27
PG6733	CP002688.1	8002977	8003087	+	AEE78468.1	0	0	0	0	1	0.12	0.71	1.6e-15
PG6735	CP002688.1	8085131	8085796	+	AEE77675.1	0	2	0	0	1	0.65	0.70	6.8e-89
PG6736	CP002688.1	8086692	8087864	+	AEE31993.1	3	3	13	4	1	0.65	0.28	8.3e-23
PG6737	CP002688.1	8087978	8088271	+	AEE84338.1	0	0	7	0	1	0.28	0.28	1.4e-13
PG6738	CP002688.1	8088704	8090326	+	AEE85585.1	0	13	21	0	1	0.95	0.33	1.8e-52
PG6739	CP002688.1	8133499	8134042	+	BAA84433.1	4	4	2	1	1	0.54	0.89	3.7e-67
PG6740	CP002688.1	8181382	8181483	-	AEC06256.1	0	0	0	0	1	0.15	0.86	3.1e-15
PG6741	CP002688.1	8181669	8181770	+	AEC06256.1	0	0	0	0	1	0.15	0.69	2.8e-13
PG6742	CP002688.1	8198448	8199753	+	AED93272.1	0	1	1	0	2	0.32	0.63	8.3e-33
PG6743	CP002688.1	8207237	8207658	+	AED95248.1	3	3	7	4	2	0.47	0.69	7.3e-23
PG6745	CP002688.1	8209473	8209968	-	AEE31966.1	0	0	0	1	3	0.99	0.97	2.3e-18
PG6746	CP002688.1	8248893	8249501	-	AEC06007.1	0	1	9	0	1	0.85	0.45	2.4e-47
PG6748	CP002688.1	8290669	8290811	-	AED95084.1	1	1	14	3	1	0.20	0.54	2.4e-09
PG6749	CP002688.1	8292810	8293283	+	AEE74775.1	0	0	0	0	1	0.33	0.91	1.8e-64
PG6750	CP002688.1	8374284	8374574	+	AED94885.1	0	0	5	0	1	0.40	0.42	1.2e-22
PG6751	CP002688.1	8383991	8384154	-	AED93324.1	1	5	0	2	1	0.10	0.62	1e-17
PG6752	CP002688.1	8398150	8398337	-	AED95084.1	1	1	1	0	1	0.21	0.83	4.1e-27
PG6753	CP002688.1	8401543	8401800	+	AED93915.1	2	2	0	2	1	0.75	0.48	8.2e-24
PG6754	CP002688.1	8416177	8416230	-	AEE32533.1	0	0	0	0	1	0.13	1.00	1.8e-09
PG6755	CP002688.1	8425985	8426485	+	AEC06701.1	0	0	0	5	1	0.54	0.39	3.4e-29
PG6756	CP002688.1	8452162	8452669	+	AEE35189.1	2	18	0	2	1	0.39	0.71	5.7e-35
PG6757	CP002688.1	8452716	8453207	-	AEE35052.1	2	6	2	3	1	0.43	0.47	1.1e-32
PG6758	CP002688.1	8469515	8469617	-	AEE77272.1	2	2	0	0	1	0.14	0.83	6.8e-15
PG6759	CP002688.1	8505203	8506423	+	AEE82351.1	0	35	0	4	4	0.86	0.79	3.3e-40
PG6761	CP002688.1	8563348	8563583	-	AEE86102.1	1	1	4	3	1	0.10	0.55	4.3e-20
PG6762	CP002688.1	8571979	8573247	-	ANM61491.1	0	0	0	2	2	0.73	0.67	2.1e-24
PG6763	CP002688.1	8574166	8575314	+	AEE31993.1	0	2	18	0	1	0.64	0.26	6.2e-26
PG6764	CP002688.1	8575324	8575578	+	AEE84338.1	0	1	0	0	1	0.22	0.35	1.1e-17
PG6765	CP002688.1	8576158	8577795	+	AEE85585.1	0	2	17	1	1	0.98	0.31	2.7e-34
PG6767	CP002688.1	8594261	8594338	-	AEE34022.1	0	1	0	0	1	0.10	0.78	5.4e-10
PG6768	CP002688.1	8614392	8614752	-	AED93925.1	1	4	0	3	1	0.56	0.75	6e-44
PG6769	CP002688.1	8624846	8626414	-	ANM66829.1	0	9	5	1	1	0.50	0.44	1.8e-106
PG6770	CP002688.1	8628445	8629026	-	AEE31669.1	0	21	0	0	1	0.56	0.23	7e-09
PG6771	CP002688.1	8629748	8630179	-	AED93390.1	0	0	1	0	2	0.51	0.73	1e-26
PG6772	CP002688.1	8666327	8666725	+	AEC06211.1	0	0	0	2	2	0.68	0.60	2.4e-15
PG6774	CP002688.1	8700690	8700869	+	AEC06019.1	2	2	0	1	1	0.97	0.59	7.9e-17
PG6775	CP002688.1	8715722	8716084	+	AEC09553.1	2	2	14	2	1	0.32	0.50	1.2e-18
PG6776	CP002688.1	8716665	8723558	-	AEC05547.1	1	1	1	1	2	1.00	0.54	1e-33
PG6777	CP002688.1	8764570	8764867	-	AEC05800.1	2	4	7	2	1	0.70	0.34	9.6e-16
PG6778	CP002688.1	8790304	8790558	-	AEE33117.1	0	3	3	1	1	0.23	0.46	3.9e-16
PG6780	CP002688.1	8812005	8812148	+	AEE32910.1	0	0	0	2	1	0.14	0.59	2.7e-15
PG6781	CP002688.1	8828281	8828367	+	AEE31881.1	0	0	0	1	1	0.13	0.83	3.1e-15
PG6782	CP002688.1	8828662	8828830	+	AED94056.1	1	1	0	0	1	0.12	0.75	8.2e-21
PG6783	CP002688.1	8829105	8829497	+	AED93835.1	0	1	0	0	1	0.39	0.54	2.2e-36
PG6785	CP002688.1	8858678	8858951	-	ANM68738.1	1	1	0	3	2	0.26	0.68	4.4e-14
PG6787	CP002688.1	8926827	8927075	-	AEC09564.1	0	0	8	4	1	0.26	0.43	2.7e-13
PG6788	CP002688.1	8932255	8933658	+	ANM66829.1	0	19	1	0	1	0.43	0.34	2.5e-37
PG6789	CP002688.1	8951545	8953338	-	AED93477.2	1	1	15	2	6	0.99	0.65	1.3e-22
PG6790	CP002688.1	8963251	8963346	-	ANM70244.1	0	0	0	0	1	0.32	0.94	1.7e-14
PG6792	CP002688.1	8972458	8972556	+	AEE74474.1	0	0	0	1	1	0.65	0.91	1.5e-15
PG6793	CP002688.1	9008421	9008585	-	AEC08318.1	0	0	4	2	1	0.15	0.53	9.9e-14
PG6794	CP002688.1	9013320	9013530	+	AED95833.1	1	1	0	4	1	0.55	0.58	1.3e-17
PG6795	CP002688.1	9019529	9019615	-	AED93496.1	0	0	0	0	1	0.17	0.53	6.9e-11
PG6796	CP002688.1	9022959	9023180	-	AED95324.1	0	0	1	4	1	0.11	0.43	4.9e-16
PG6798	CP002688.1	9061780	9062025	+	AEE84338.1	0	1	0	0	1	0.22	0.40	1.1e-21
PG6800	CP002688.1	9092832	9093387	-	AEC07678.1	0	0	0	1	3	0.29	0.90	8.5e-27
PG6801	CP002688.1	9094097	9094264	-	ANM69054.1	0	0	0	0	1	0.97	0.91	5.2e-32
PG6802	CP002688.1	9095335	9095472	-	AEE77509.1	0	0	0	0	1	0.19	0.64	4.4e-18
PG6803	CP002688.1	9135225	9135403	+	AEE31886.1	1	1	0	1	1	0.27	0.54	1.1e-11
PG6804	CP002688.1	9170615	9171135	-	AED93622.1	2	2	0	0	2	0.10	0.83	2.6e-16
PG6805	CP002688.1	9214965	9215246	-	ANM62518.1	0	0	0	0	1	0.24	0.30	1.8e-13
PG6806	CP002688.1	9220100	9221658	+	AED93546.1	3	7	0	3	4	0.86	0.71	1.9e-16
PG6807	CP002688.1	9231595	9231636	-	AEE28526.1	0	0	0	0	1	0.16	1.00	8e-10
PG6808	CP002688.1	9231944	9232707	-	AEC08574.1	1	1	0	4	3	0.71	0.84	1.3e-14
PG6809	CP002688.1	9250566	9252355	+	ANM65971.1	0	18	15	1	2	0.73	0.26	3.7e-47
PG6810	CP002688.1	9253114	9253572	-	ANM60709.1	0	0	0	1	1	0.99	0.75	7.6e-53
PG6811	CP002688.1	9259559	9259624	-	AEE30243.1	0	0	0	0	1	0.12	0.87	4.9e-12
PG6812	CP002688.1	9272941	9274131	-	AEE76453.1	0	22	13	0	2	0.88	0.29	8.1e-25
PG6813	CP002688.1	9274586	9275556	+	AEE74775.1	3	6	12	0	1	0.69	0.25	0.014
PG6814	CP002688.1	9281837	9281923	+	AEE77750.1	0	0	0	0	1	0.16	0.93	3.9e-15
PG6815	CP002688.1	9283553	9284030	+	AEC08794.2	3	6	4	4	1	0.86	0.65	8.2e-40
PG6816	CP002688.1	9322405	9322509	+	AEE31881.1	0	2	0	0	1	0.15	0.72	1.1e-12
PG6817	CP002688.1	9359856	9360431	+	AEE74775.1	0	0	1	0	1	0.40	0.48	3e-51
PG6818	CP002688.1	9388762	9390270	-	ANM65689.1	1	2	0	0	2	0.98	0.49	1.6e-76
PG6819	CP002688.1	9390736	9391950	-	AEE31993.1	0	6	0	0	1	0.64	0.31	1.4e-62
PG6820	CP002688.1	9411336	9412298	+	AEE77675.1	0	4	10	2	1	0.97	0.58	6e-88
PG6821	CP002688.1	9413234	9414408	+	AEE31993.1	2	7	16	0	2	0.64	0.31	2.5e-16
PG6822	CP002688.1	9414418	9414678	+	AEE84338.1	0	1	0	1	1	0.23	0.34	1.1e-18
PG6823	CP002688.1	9415248	9416902	+	AEE85585.1	1	7	11	2	1	0.97	0.33	5.1e-38
PG6824	CP002688.1	9424522	9424930	-	AED97616.1	1	2	19	1	1	0.37	0.53	3.8e-26
PG6826	CP002688.1	9457167	9457280	-	AED93633.1	0	0	0	0	1	0.13	0.69	2e-17
PG6827	CP002688.1	9461918	9462041	-	AED97599.1	1	1	0	0	1	0.20	0.81	3.7e-17
PG6828	CP002688.1	9494037	9494168	+	AEE74474.1	0	0	0	1	1	0.86	0.71	5.7e-15
PG6829	CP002688.1	9517402	9517930	+	AEE31617.1	1	2	0	3	1	0.83	0.48	9.2e-47
PG6830	CP002688.1	9519692	9520018	-	AEE86200.1	3	3	10	1	1	0.26	0.66	2.3e-24
PG6831	CP002688.1	9521081	9521374	+	AED93051.1	0	1	4	4	1	0.21	0.41	4e-16
PG6833	CP002688.1	9533013	9533616	+	AED93060.1	7	12	6	5	1	0.64	0.42	9.7e-26
PG6834	CP002688.1	9552626	9552742	-	AEE77509.1	0	0	0	0	1	0.16	0.72	6e-18
PG6835	CP002688.1	9563810	9564433	+	AEC06007.1	0	4	8	0	1	0.85	0.39	2.4e-37
PG6836	CP002688.1	9566790	9567113	-	ANM57940.1	0	0	4	0	1	0.79	0.34	1.5e-15
PG6837	CP002688.1	9567995	9569584	-	ANM65971.1	0	22	10	1	1	0.67	0.25	2.7e-39
PG6838	CP002688.1	9575176	9575324	-	AEE36032.1	1	2	0	0	1	0.26	0.65	1.1e-15
PG6840	CP002688.1	9601724	9602978	+	AED94749.1	1	37	8	0	2	0.97	0.32	3e-23
PG6843	CP002688.1	9641907	9643593	-	ANM65971.1	0	10	18	0	2	0.69	0.26	2.1e-32
PG6844	CP002688.1	9655242	9655397	+	AEE82689.1	0	0	0	3	1	0.36	0.55	6.3e-14
PG6846	CP002688.1	9708136	9708655	+	ANM58381.1	0	4	2	0	2	0.97	0.61	4.3e-24
PG6848	CP002688.1	9711150	9711851	-	ANM65971.1	0	2	9	0	1	0.31	0.26	2.6e-19
PG6849	CP002688.1	9737965	9738580	+	ANM70114.1	3	10	14	3	2	0.43	0.45	3.6e-14
PG6851	CP002688.1	9809019	9809216	+	ANM65688.1	0	0	0	0	1	0.14	0.45	2.5e-17
PG6852	CP002688.1	9811778	9812137	+	ANM66829.1	0	0	0	1	1	0.12	0.35	7e-20
PG6854	CP002688.1	9832989	9833102	-	AEE74474.1	0	0	0	0	1	0.75	0.80	1.7e-15
PG6855	CP002688.1	9837553	9837959	-	ANM58129.1	1	1	9	2	1	0.80	0.69	1.5e-35
PG6856	CP002688.1	9842199	9842435	+	AEE77747.1	0	0	0	1	1	0.10	0.53	4.5e-20
PG6857	CP002688.1	9844277	9844417	+	AEC08574.1	0	0	0	1	1	0.36	0.69	4.2e-14
PG6858	CP002688.1	9845698	9846093	-	AED97831.1	0	3	1	5	1	0.16	0.45	9.2e-29
PG6859	CP002688.1	9857813	9858021	+	AEE34419.1	1	2	0	2	1	0.19	0.48	1.1e-09
PG6860	CP002688.1	9868383	9869352	+	AEE31993.1	1	2	13	5	1	0.54	0.27	1.2e-24
PG6861	CP002688.1	9869362	9869604	+	AEE84338.1	0	1	1	0	1	0.22	0.43	2.2e-21
PG6862	CP002688.1	9870144	9871804	+	AEE85585.1	2	4	1	1	2	0.98	0.35	2.7e-34
PG6863	CP002688.1	9888201	9888511	-	AED92624.1	1	3	0	2	1	0.35	0.29	3.7e-12
PG6864	CP002688.1	9888928	9889037	-	AEE77509.1	1	1	1	0	1	0.15	0.69	1.9e-13
PG6865	CP002688.1	9898079	9898411	+	AEC07295.1	2	2	8	6	1	0.33	0.45	1.5e-22
PG6866	CP002688.1	9899546	9899725	-	AEC05920.1	0	0	3	0	1	0.18	0.81	3.1e-24
PG6867	CP002688.1	9900328	9900840	-	AED94704.1	0	0	14	1	1	0.46	0.46	3e-34
PG6868	CP002688.1	9908837	9908974	-	ANM70864.1	0	0	0	1	1	0.26	0.64	1e-17
PG6869	CP002688.1	9913386	9913868	+	AEC05391.1	0	4	1	1	1	0.31	0.26	1.4e-14
PG6870	CP002688.1	9914821	9916014	+	AEE31993.1	2	8	10	1	2	0.64	0.34	8.1e-28
PG6871	CP002688.1	9916463	9917996	+	ANM65689.1	0	1	13	1	2	0.98	0.41	1.2e-65
PG6872	CP002688.1	9921428	9923100	-	ANM65971.1	0	6	10	0	3	0.65	0.26	9.6e-17
PG6874	CP002688.1	9925788	9926396	+	AEC05391.1	0	7	1	0	1	0.38	0.26	3.5e-17
PG6875	CP002688.1	9927162	9928358	+	AEE31993.1	0	0	0	1	1	0.64	0.35	2.1e-71
PG6876	CP002688.1	9928821	9930397	+	ANM65689.1	1	8	3	0	1	0.98	0.34	2e-73
PG6877	CP002688.1	9933077	9933588	-	AEC07747.1	0	1	9	3	2	0.17	0.61	5.2e-13
PG6878	CP002688.1	9934424	9935325	-	AED95898.1	6	27	2	9	1	0.58	0.54	5.1e-55
PG6879	CP002688.1	9949388	9954304	+	AEE75328.1	0	0	2	2	2	0.14	0.55	3.9e-13
PG6880	CP002688.1	9954795	9955317	+	AEE29472.1	2	4	0	2	2	0.28	0.79	2.2e-15
PG6881	CP002688.1	9957091	9957631	-	ANM59523.1	0	19	0	1	2	0.95	0.59	1.7e-18
PG6882	CP002688.1	9968351	9968540	-	AED93063.1	1	3	2	3	1	0.27	0.50	2.9e-13
PG6884	CP002688.1	9979370	9980515	-	ANM66829.1	0	0	4	2	1	0.37	0.42	3.2e-83
PG6885	CP002688.1	9982398	9982778	-	AEE30081.1	0	14	0	0	1	0.48	0.29	7e-07
