#chr	start	end	strand	query	frac	ins	del	shift	stop	expect	ident	polya	type
CP002686.1	13079336	13079807	+	AT1G80840.1	0.40	1	0	1	1	2e-49	0.90	0	DUP
CP002686.1	13081512	13081820	+	AT3G29750.1	0.24	5	2	0	0	1e-11	0.371	0	FRAG
CP002686.1	13090424	13090828	+	AT1G65710.1	0.30	0	0	0	0	3e-39	0.985	0	FRAG
CP002686.1	13125198	13125474	+	AT3G43870.1	0.50	2	2	1	0	2e-10	0.681	0	FRAG
CP002686.1	13126812	13126907	+	AT1G20510.2	0.07	0	0	0	1	8e-09	0.875	0	FRAG
CP002686.1	13143626	13144035	+	AT3G33393.1	0.96	1	0	1	1	8e-39	0.79	0	DUP
CP002686.1	13145410	13146048	+	AT3G43150.1	0.98	1	0	1	0	3e-64	0.83	3	DUP
CP002686.1	13146340	13146774	+	AT4G06490.1	1.00	0	1	0	2	4e-47	0.664	3	PSSD
CP002686.1	13220275	13221423	+	AT1G36510.1	0.67	17	0	5	0	5e-43	0.74	3	DUP
CP002686.1	13231543	13233312	+	AT1G36970.1	0.63	9	10	2	1	4e-12	0.75	0	DUP
CP002686.1	13233632	13234029	+	AT1G50750.1	0.17	2	5	1	3	3e-26	0.616	0	FRAG
CP002686.1	13239531	13252416	+	AT3G32330.1	0.97	2	0	2	2	1e-113	0.95	0	DUP
CP002686.1	13263418	13264028	+	AT2G21450.1	0.25	1	0	1	2	5e-42	0.475	1	FRAG
CP002686.1	13266377	13266688	+	AT1G01530.1	0.41	5	0	2	1	5e-19	0.625	0	FRAG
CP002686.1	13267532	13268520	+	AT3G32330.1	0.92	13	10	6	6	2e-28	0.57	1	DUP
CP002686.1	13289183	13289795	+	AT2G21450.1	0.25	1	0	1	2	6e-40	0.485	2	FRAG
CP002686.1	13292143	13292467	+	AT1G01530.1	0.43	6	0	2	1	2e-19	0.633	0	FRAG
CP002686.1	13293322	13294308	+	AT3G32330.1	0.92	12	10	8	6	6e-26	0.58	1	DUP
CP002686.1	13304518	13305629	+	AT2G25140.1	0.30	2	0	1	3	5e-85	0.78	3	DUP
CP002686.1	13314946	13325165	+	AT2G25140.1	0.76	32	7	8	4	6e-68	0.72	0	DUP
CP002686.1	13325620	13326159	+	AT1G20135.1	0.43	12	0	2	1	7e-16	0.50	3	DUP
CP002686.1	13360623	13360751	+	AT5G32597.1	1.00	0	0	0	0	5e-12	0.884	3	PSSD
CP002686.1	13386380	13386534	+	AT3G27060.1	0.16	1	0	1	1	2e-10	0.769	0	FRAG
CP002686.1	13386549	13386894	+	AT1G74040.1	0.14	0	0	0	0	8e-10	0.80	3	FRAG
CP002686.1	13395657	13396422	+	AT5G29070.1	0.70	16	1	4	4	2e-16	0.62	0	DUP
CP002686.1	13510446	13513412	+	AT4G08430.1	1.00	33	0	2	6	0.0	0.86	3	DUP
CP002686.1	13532091	13532467	+	AT5G27606.1	0.36	1	0	1	0	1e-16	0.69	0	DUP
CP002686.1	13572056	13573061	+	AT1G27540.1	0.86	5	24	1	2	6e-59	0.435	3	PSSD
CP002686.1	13822708	13823160	+	AT5G30341.1	0.77	10	1	0	2	7e-11	0.83	0	DUP
CP002686.1	13936035	13936165	+	AT2G11651.1	0.98	1	0	1	0	4e-08	0.818	0	FRAG
CP002686.1	13950717	13950979	+	AT3G24255.1	0.12	3	0	1	2	3e-07	0.448	0	FRAG
CP002686.1	14021012	14021084	+	AT5G28950.1	0.16	1	0	1	0	6e-23	0.875	3	FRAG
CP002686.1	14021286	14021916	+	AT5G35695.1	0.84	1	9	1	2	4e-37	0.60	0	DUP
CP002686.1	14072067	14073106	+	AT4G29090.1	0.62	1	11	1	2	2e-13	0.349	0	FRAG
CP002686.1	14128206	14128403	+	AT3G24517.1	0.40	0	0	0	1	4e-07	0.424	0	FRAG
CP002686.1	14132719	14132985	+	AT3G33530.1	0.05	0	0	0	1	1e-20	0.95	0	DUP
CP002686.1	14143795	14143992	+	AT3G24517.1	0.40	0	0	0	1	4e-07	0.424	0	FRAG
CP002686.1	14157513	14157702	+	AT2G18610.1	0.72	2	0	1	0	4e-22	0.952	0	PSSD
CP002686.1	14312866	14313302	+	AT4G07666.1	0.43	1	0	1	0	9e-40	0.842	3	FRAG
CP002686.1	14360414	14360518	+	AT2G11773.1	1.00	0	0	0	0	7e-10	0.857	0	FRAG
CP002686.1	14416598	14419409	+	AT2G06500.1	0.84	8	1	3	4	4e-56	0.52	0	DUP
CP002686.1	14494891	14495048	+	AT5G45570.1	0.06	1	4	1	0	4e-11	0.772	3	FRAG
CP002686.1	14561161	14561551	+	AT3G32260.1	0.28	15	0	3	1	4e-10	0.67	1	FRAG
CP002686.1	14586341	14586924	+	AT1G40083.1	1.00	2	15	2	0	8e-37	0.74	0	DUP
CP002686.1	14588221	14588379	+	AT4G05553.1	0.48	0	0	0	0	1e-20	0.830	0	FRAG
CP002686.1	14599197	14604214	+	AT5G05160.1	0.44	8	23	5	6	1e-33	0.64	0	DUP
CP002686.1	14650104	14650222	+	AT3G42473.1	0.52	1	0	1	1	7e-10	0.725	0	FRAG
CP002686.1	14665039	14665146	+	AT5G36300.1	0.13	0	0	0	2	1e-08	0.889	0	FRAG
CP002686.1	14746401	14747024	+	AT2G06500.1	0.35	13	4	5	4	1e-37	0.613	0	FRAG
CP002686.1	14837709	14842452	+	AT3G44090.1	0.89	5	34	4	1	1e-35	0.52	3	DUP
CP002686.1	14869110	14869756	+	AT3G59000.2	0.62	18	14	3	7	2e-16	0.367	0	FRAG
CP002686.1	14950246	14950964	+	AT1G35820.1	0.68	1	1	1	0	1e-29	0.83	1	DUP
CP002686.1	14951434	14952318	+	AT1G43722.1	0.92	8	7	4	3	1e-66	0.828	1	PSSD
CP002686.1	14967942	14968934	+	AT3G24255.1	0.36	3	0	2	1	2e-24	0.50	0	DUP
CP002686.1	14970282	14970620	+	AT5G27606.1	0.43	0	2	0	1	4e-07	0.478	0	FRAG
CP002686.1	14994968	14995435	+	AT1G67020.1	0.24	0	0	0	1	3e-43	0.571	0	FRAG
CP002686.1	15047311	15047682	+	AT3G42990.1	0.95	1	0	0	1	8e-09	0.895	0	FRAG
CP002686.1	15144629	15145063	+	AT4G06490.1	1.00	0	1	0	1	1e-49	0.692	0	PSSD
CP002686.1	15178468	15178928	+	AT3G45500.1	0.69	24	8	2	10	6e-10	0.388	0	FRAG
CP002686.1	15279347	15280029	+	AT1G52950.1	0.29	1	0	1	2	2e-37	0.90	0	DUP
CP002686.1	15292495	15292677	+	AT1G36272.1	1.00	0	0	0	0	3e-14	0.902	0	PSSD
CP002686.1	15311170	15313077	+	AT3G24255.1	0.75	23	7	4	15	8e-12	0.43	0	DUP
CP002686.1	15317471	15317563	+	AT1G67400.1	0.11	0	0	0	0	9e-07	0.839	3	FRAG
CP002686.1	15336971	15337393	+	AT1G67390.1	0.30	3	3	2	2	2e-10	0.569	0	FRAG
CP002686.1	15360205	15361361	+	AT5G32613.1	0.73	16	10	2	1	2e-41	0.49	0	DUP
CP002686.1	15361538	15363298	+	AT1G43760.1	0.81	37	2	2	2	1e-107	0.55	0	DUP
CP002686.1	15364456	15365337	+	AT4G04650.1	0.89	2	0	2	1	7e-81	0.514	2	PSSD
CP002686.1	15400729	15401364	+	AT3G43590.1	0.28	18	10	1	2	6e-33	0.59	0	DUP
CP002686.1	15410131	15420413	+	AT2G17920.1	0.72	1	31	1	4	7e-31	0.51	0	DUP
CP002686.1	15436379	15436519	+	AT4G09740.1	0.10	0	0	0	1	5e-10	0.872	0	FRAG
CP002686.1	15477618	15484017	+	AT3G50310.1	1.00	2	1	1	2	1e-27	0.67	0	DUP
CP002686.1	15487254	15487535	+	AT2G13450.1	0.24	0	0	0	0	6e-20	0.383	0	FRAG
CP002686.1	15490822	15491736	+	AT4G29090.1	0.55	0	9	0	0	1e-28	0.350	0	FRAG
CP002686.1	15500921	15501354	+	AT5G33330.1	0.83	1	6	1	1	5e-25	0.470	0	PSSD
CP002686.1	15524576	15525008	+	AT3G24517.1	0.90	6	2	5	5	9e-11	0.507	0	PSSD
CP002686.1	15646613	15647712	+	AT3G45480.1	0.79	48	3	1	0	8e-88	0.47	0	DUP
CP002686.1	15649296	15649588	+	AT2G15185.1	0.51	1	0	1	1	9e-07	0.367	3	FRAG
CP002686.1	15650109	15650321	+	AT3G43750.1	0.21	0	0	0	0	6e-22	0.620	0	FRAG
CP002686.1	15652807	15653031	+	AT1G32720.1	0.41	0	0	0	0	4e-20	0.947	0	FRAG
CP002686.1	15691012	15691374	+	AT1G35617.1	1.00	0	0	0	0	3e-30	0.835	0	PSSD
CP002686.1	15691573	15692175	+	AT1G10000.1	0.60	21	2	0	2	1e-09	0.350	0	FRAG
CP002686.1	15699809	15699937	+	AT1G50780.1	0.14	0	1	0	0	2e-12	0.841	0	FRAG
CP002686.1	15732009	15732295	+	AT3G56670.1	0.40	5	2	1	0	9e-09	0.592	3	FRAG
CP002686.1	15781667	15781856	+	AT1G14800.1	0.16	4	0	1	0	9e-15	0.857	0	FRAG
CP002686.1	15804370	15805824	+	AT3G30520.1	0.92	24	1	0	2	1e-97	0.83	3	DUP
CP002686.1	15805989	15806971	+	AT1G43722.1	1.00	7	0	3	0	5e-125	0.909	1	PSSD
CP002686.1	15809721	15810578	+	AT1G10000.1	0.95	2	3	0	0	9e-30	0.336	3	FRAG
CP002686.1	15846937	15847910	+	AT3G44090.1	0.61	11	22	8	0	4e-17	0.56	0	DUP
CP002686.1	15876726	15877071	+	AT3G44115.1	1.00	1	0	1	0	6e-53	0.974	0	PSSD
CP002686.1	15897607	15897855	+	AT4G09490.1	0.49	0	0	0	0	1e-09	0.482	0	FRAG
CP002686.1	15898662	15900049	+	AT4G29090.1	0.84	13	32	4	3	5e-29	0.318	0	FRAG
CP002686.1	15900470	15901698	+	AT3G44090.1	0.92	5	80	2	1	4e-23	0.48	0	DUP
CP002686.1	15915932	15916087	+	AT1G35320.1	0.30	5	0	0	4	7e-08	0.654	0	FRAG
CP002686.1	15955903	15956281	+	AT2G04380.1	0.78	18	0	2	3	1e-28	0.592	3	PSSD
CP002686.1	15967219	15967311	+	AT2G14206.1	1.00	0	0	0	0	2e-08	0.839	0	FRAG
CP002686.1	15967599	15967799	+	AT3G55260.1	0.12	0	0	0	0	4e-12	0.821	2	FRAG
CP002686.1	15997269	15998572	+	AT4G29200.1	0.95	13	7	5	5	8e-35	0.403	0	PSSD
CP002686.1	16055824	16060227	+	AT3G44660.1	0.37	0	0	0	3	5e-15	0.80	0	DUP
CP002686.1	16056484	16056852	+	AT4G09490.1	0.74	0	2	0	0	8e-18	0.432	0	PSSD
CP002686.1	16112675	16113221	+	AT1G31990.1	0.57	8	5	4	6	1e-28	0.626	2	FRAG
CP002686.1	16155640	16155762	+	AT3G28120.1	1.00	0	0	0	0	2e-10	0.976	1	FRAG
CP002686.1	16170696	16171233	+	AT5G54820.1	0.35	2	14	2	3	1e-13	0.51	0	DUP
CP002686.1	16173872	16174033	+	AT1G35320.1	0.36	0	2	0	2	4e-08	0.589	0	FRAG
CP002686.1	16174433	16180839	+	AT3G43870.1	1.00	2	0	1	1	3e-31	0.89	3	DUP
CP002686.1	16216096	16216333	+	AT3G44620.2	0.30	4	1	2	0	7e-17	0.852	3	FRAG
CP002686.1	16304056	16304612	+	AT3G44760.1	0.98	6	3	3	1	4e-09	0.487	0	FRAG
CP002686.1	16306933	16307052	+	AT3G23680.1	0.17	0	0	0	1	5e-07	0.625	2	FRAG
CP002686.1	16330815	16331791	+	AT3G42170.1	0.41	6	6	0	3	4e-08	0.31	1	FRAG
CP002686.1	16351294	16351499	+	AT3G44790.1	0.24	1	8	1	0	4e-17	0.740	1	FRAG
CP002686.1	16400979	16401612	+	AT2G46960.2	0.32	8	10	2	4	1e-18	0.67	0	DUP
CP002686.1	16431112	16431317	+	AT3G03380.1	0.06	1	0	1	0	9e-23	0.884	1	FRAG
CP002686.1	16595817	16596102	+	AT4G05095.1	0.69	2	1	1	0	4e-07	0.396	0	FRAG
CP002686.1	16676591	16676683	+	AT3G47810.1	0.16	0	0	0	0	5e-07	0.871	3	FRAG
CP002686.1	16732281	16732473	+	AT2G13430.1	0.38	2	4	2	0	3e-07	0.667	0	FRAG
CP002686.1	16774840	16775013	+	AT3G45680.1	0.10	0	0	0	0	4e-13	0.638	0	FRAG
CP002686.1	16800036	16800502	+	AT5G19270.1	0.43	1	0	1	1	3e-31	0.532	3	FRAG
CP002686.1	16851107	16851380	+	AT3G29680.1	0.20	3	0	1	3	7e-23	0.733	0	FRAG
CP002686.1	16954072	16954252	+	AT3G46160.1	0.16	1	4	1	1	1e-20	0.781	0	FRAG
CP002686.1	16963271	16963602	+	AT3G24255.1	0.15	1	1	1	2	6e-14	0.455	0	FRAG
CP002686.1	17031066	17031839	+	AT3G46350.1	0.23	0	4	0	0	2e-07	0.83	0	FRAG
CP002686.1	17064610	17066879	+	AT3G46410.1	0.45	0	0	0	0	8e-46	0.93	2	DUP
CP002686.1	17144931	17145127	+	AT1G35890.1	0.39	1	0	1	0	3e-16	0.788	0	FRAG
CP002686.1	17176643	17177197	+	AT5G10340.1	0.41	7	5	0	1	1e-28	0.458	0	FRAG
CP002686.1	17245192	17245494	+	AT1G08985.1	1.00	1	1	0	1	1e-14	0.441	3	PSSD
CP002686.1	17262090	17262756	+	AT3G46840.1	0.24	5	7	5	2	1e-21	0.64	1	DUP
CP002686.1	17274004	17274454	+	AT3G46910.1	0.53	34	8	5	3	4e-11	0.582	0	FRAG
CP002686.1	17278804	17280089	+	AT4G12100.1	0.76	35	7	3	3	1e-09	0.37	0	FRAG
CP002686.1	17321211	17321519	+	AT4G39930.1	0.91	5	7	0	2	7e-24	0.682	0	PSSD
CP002686.1	17356725	17357675	+	AT3G47130.1	0.88	21	17	2	3	6e-83	0.584	0	PSSD
CP002686.1	17612175	17615107	+	AT3G47750.1	0.54	24	4	4	1	3e-21	0.80	0	DUP
CP002686.1	17619326	17620859	+	AT5G61740.1	0.29	7	0	5	0	1e-11	0.68	0	DUP
CP002686.1	17641437	17641643	+	AT2G06500.1	0.12	0	0	0	0	4e-19	0.696	0	FRAG
CP002686.1	17728575	17728766	+	AT3G48340.1	0.17	1	0	0	1	1e-08	0.562	0	FRAG
CP002686.1	17741054	17741745	+	AT2G34320.1	0.82	2	8	1	2	7e-11	0.255	0	FRAG
CP002686.1	17742453	17742712	+	AT3G48040.1	0.27	0	0	0	0	6e-12	0.95	0	DUP
CP002686.1	17844491	17845042	+	AT3G15910.1	0.47	11	1	1	2	2e-13	0.54	0	DUP
CP002686.1	17863789	17865890	+	AT4G10200.1	0.87	42	17	3	7	2e-70	0.45	3	DUP
CP002686.1	18024969	18026037	+	AT5G66670.1	0.87	8	3	2	1	8e-38	0.389	0	FRAG
CP002686.1	18026376	18026726	+	AT3G02645.1	0.23	0	4	0	2	1e-38	0.785	0	FRAG
CP002686.1	18027548	18027664	+	AT3G27020.1	0.06	0	0	0	0	1e-12	0.897	3	FRAG
CP002686.1	18093207	18094219	+	AT3G48780.1	0.47	27	0	1	3	5e-92	0.79	0	DUP
CP002686.1	18106902	18107091	+	AT1G79810.2	0.22	1	0	1	0	1e-11	0.746	0	FRAG
CP002686.1	18184447	18184801	+	AT3G49030.2	0.28	6	0	2	0	5e-28	0.647	2	FRAG
CP002686.1	18199008	18199292	+	AT5G23960.2	0.17	7	0	2	4	9e-14	0.543	2	FRAG
CP002686.1	18210189	18210597	+	AT5G06520.1	0.18	23	8	1	1	3e-07	0.399	0	FRAG
CP002686.1	18269849	18270785	+	AT3G24255.1	0.34	2	0	2	0	2e-15	0.49	0	DUP
CP002686.1	18366844	18367301	+	AT1G49990.1	0.33	16	1	3	1	1e-12	0.519	0	FRAG
CP002686.1	18484002	18484355	+	AT2G03460.1	0.46	2	2	0	2	6e-29	0.580	0	FRAG
CP002686.1	18639795	18641126	+	AT3G50280.1	0.99	8	2	2	0	2e-158	0.706	2	PSSD
CP002686.1	18641970	18642657	+	AT2G20720.1	0.85	7	26	4	3	9e-24	0.395	0	FRAG
CP002686.1	18643143	18643443	+	AT4G10613.1	0.69	3	1	3	3	4e-09	0.525	0	FRAG
CP002686.1	18645924	18646505	+	AT1G49230.1	0.87	14	6	3	2	2e-32	0.637	2	PSSD
CP002686.1	18685454	18686098	+	AT1G43600.1	0.95	6	0	0	2	9e-56	0.679	0	PSSD
CP002686.1	18756740	18756988	+	AT5G53592.1	0.87	3	15	2	1	3e-09	0.561	3	FRAG
CP002686.1	18927780	18927964	+	AT2G13430.1	0.36	1	3	1	1	3e-08	0.600	0	FRAG
CP002686.1	18983066	18983357	+	AT3G52430.1	0.18	2	1	1	0	6e-38	0.918	0	FRAG
CP002686.1	19099930	19100442	+	AT3G51480.1	0.24	0	49	0	1	5e-70	0.659	3	FRAG
CP002686.1	19290340	19290965	+	AT2G05850.1	0.29	0	0	0	1	1e-44	0.85	3	DUP
CP002686.1	19479705	19480046	+	AT3G52510.1	0.54	0	2	0	1	1e-22	0.543	0	FRAG
CP002686.1	19487118	19487264	+	AT3G52180.2	0.17	0	1	0	2	8e-12	0.740	0	FRAG
CP002686.1	19670169	19670535	+	AT3G60020.1	0.83	1	5	1	0	3e-37	0.685	3	PSSD
CP002686.1	19671202	19671697	+	AT3G53065.1	0.99	3	19	0	2	2e-23	0.49	3	DUP
CP002686.1	20066893	20067356	+	AT3G05975.1	0.84	6	6	3	1	7e-09	0.478	0	FRAG
CP002686.1	20465084	20465406	+	AT3G56560.1	0.48	1	1	1	1	2e-34	0.881	3	FRAG
CP002686.1	20487234	20487638	+	AT3G55260.1	0.24	8	0	2	2	5e-17	0.612	0	FRAG
CP002686.1	20676478	20676724	+	AT3G55700.1	0.18	3	2	3	0	5e-10	0.690	0	FRAG
CP002686.1	20876687	20877364	+	AT2G40580.1	0.75	4	11	0	1	1e-41	0.456	3	PSSD
CP002686.1	20893591	20893773	+	AT2G02650.1	0.16	1	0	0	1	4e-08	0.492	0	FRAG
CP002686.1	21003412	21003816	+	AT3G57780.1	0.22	2	33	2	2	2e-20	0.59	0	DUP
CP002686.1	21041939	21042103	+	AT3G57770.1	0.20	0	0	0	0	1e-18	0.782	0	FRAG
CP002686.1	21132497	21132818	+	AT5G60120.1	0.23	3	7	1	2	2e-40	0.814	0	FRAG
CP002686.1	21322564	21323097	+	AT5G36228.1	0.50	0	1	0	0	2e-32	0.363	0	FRAG
CP002686.1	21326194	21327705	+	AT4G29090.1	0.90	0	14	0	0	3e-42	0.344	3	FRAG
CP002686.1	21328263	21329354	+	AT2G41590.1	1.00	0	3	0	0	4e-147	0.719	0	PSSD
CP002686.1	21421865	21422317	+	AT3G57830.1	0.23	0	0	0	0	5e-12	1.000	0	FRAG
CP002686.1	21425479	21425923	+	AT3G57840.1	0.99	1	5	1	3	1e-32	0.601	0	PSSD
CP002686.1	21752120	21752254	+	AT1G05610.1	0.09	0	0	0	2	1e-12	0.844	0	FRAG
CP002686.1	21877230	21877588	+	AT3G59180.1	0.28	5	16	2	2	4e-31	0.704	3	FRAG
CP002686.1	21901300	21901478	+	AT2G43120.1	0.18	3	0	2	0	1e-11	0.780	0	FRAG
CP002686.1	21974558	21974713	+	AT3G59455.1	0.56	0	2	0	1	4e-15	0.778	0	FRAG
CP002686.1	22002888	22003108	+	AT2G13430.1	0.42	2	3	1	4	7e-11	0.597	0	FRAG
CP002686.1	22090751	22090852	+	AT3G25520.1	0.11	0	0	0	0	2e-09	0.882	3	FRAG
CP002686.1	22203860	22204186	+	AT2G13980.1	0.64	0	0	0	0	4e-25	0.670	0	FRAG
CP002686.1	22253411	22253691	+	AT1G02730.1	0.09	2	14	1	0	6e-24	0.657	2	FRAG
CP002686.1	22377690	22378030	+	AT3G24610.1	0.14	1	0	1	2	5e-07	0.92	0	FRAG
CP002686.1	22383850	22384005	+	AT3G60570.1	0.21	0	0	0	0	2e-18	1.000	0	FRAG
CP002686.1	22524962	22587556	+	AT3G61050.1	0.38	30	0	4	3	2e-10	0.76	0	FRAG
CP002686.1	22525912	22527202	+	AT3G61030.1	0.40	3	0	3	0	5e-28	0.99	0	DUP
CP002686.1	22533756	22534282	+	AT2G41490.1	0.26	3	0	1	1	1e-36	0.86	0	DUP
CP002686.1	22556075	22560628	+	AT3G60160.1	0.84	6	1	5	1	1e-126	0.97	0	DUP
CP002686.1	22575694	22577373	+	AT3G11030.1	0.77	5	8	2	2	1e-45	0.80	0	DUP
CP002686.1	22588243	22590446	+	AT3G60950.1	0.50	5	0	5	1	4e-45	0.99	0	DUP
CP002686.1	22656309	22656549	+	AT5G53740.1	0.29	3	2	1	1	2e-17	0.610	0	FRAG
CP002686.1	22760846	22761053	+	AT3G61500.1	0.24	2	0	1	0	2e-24	0.884	0	FRAG
CP002686.1	22767832	22768038	+	AT4G20690.1	0.49	2	0	0	0	7e-13	0.826	0	FRAG
CP002686.1	22846197	22846566	+	AT2G25409.1	0.80	2	5	2	1	7e-50	0.860	0	PSSD
CP002686.1	22847643	22847787	+	AT3G62030.3	0.22	1	9	1	0	8e-09	0.702	0	FRAG
CP002686.1	22866809	22867050	+	AT3G62200.1	0.12	3	1	1	0	5e-10	0.524	3	FRAG
CP002686.1	22977704	22977856	+	AT3G60960.1	0.13	0	0	0	0	2e-08	0.647	3	FRAG
CP002686.1	23120423	23122894	+	AT3G61740.1	0.50	65	42	7	6	8e-69	0.68	0	DUP
CP002686.1	23131670	23131966	+	AT3G62470.1	0.17	0	0	0	0	1e-47	0.929	0	FRAG
CP002684.1	366	746	+	AT3G26800.1	0.60	10	3	0	3	1e-05	0.328	1	FRAG
CP002684.1	47067	47292	+	AT1G02730.1	0.07	4	9	3	0	6e-16	0.726	0	FRAG
CP002684.1	461836	462053	+	AT4G01630.1	0.27	4	0	2	1	2e-14	0.736	0	FRAG
CP002684.1	496345	496566	+	AT1G02420.1	0.15	0	0	0	0	1e-21	0.919	0	FRAG
CP002684.1	582413	582922	+	AT4G02160.1	0.90	16	9	2	0	3e-09	0.497	1	FRAG
CP002684.1	583391	583936	+	AT2G36110.1	0.74	11	5	0	0	7e-07	0.278	0	FRAG
CP002684.1	892820	893913	+	AT2G42470.1	0.34	42	9	1	3	3e-39	0.38	0	FRAG
CP002684.1	1429358	1429849	+	AT1G28020.1	0.31	2	25	0	0	3e-23	0.392	0	FRAG
CP002684.1	1445106	1445225	+	AT1G06148.1	0.53	0	0	0	0	8e-09	0.750	3	FRAG
CP002684.1	1804076	1804159	+	AT1G05930.1	0.09	0	0	0	0	7e-07	0.857	0	FRAG
CP002684.1	2189324	2189530	+	AT5G39550.1	0.11	0	1	0	2	8e-07	0.471	3	FRAG
CP002684.1	2409874	2409960	+	AT5G05580.1	0.07	0	0	0	0	4e-07	0.897	0	FRAG
CP002684.1	2444896	2445009	+	AT2G45330.1	0.13	0	0	0	0	2e-09	0.789	0	FRAG
CP002684.1	2465399	2465603	+	AT1G07901.1	0.94	2	0	0	0	7e-09	0.86	0	FRAG
CP002684.1	2858989	2859819	+	AT5G41580.1	0.34	10	20	2	1	1e-32	0.43	0	DUP
CP002684.1	3057766	3058061	+	AT1G66800.1	0.24	35	10	1	4	2e-13	0.430	0	FRAG
CP002684.1	3180658	3180813	+	AT3G57770.1	0.19	0	0	0	2	2e-12	0.731	0	FRAG
CP002684.1	3296823	3297235	+	AT1G09650.1	0.31	21	1	2	0	1e-20	0.645	0	FRAG
CP002684.1	3329126	3331164	+	AT1G43760.1	0.93	2	3	1	0	1e-142	0.58	0	DUP
CP002684.1	3332329	3333204	+	AT4G04650.1	0.88	2	1	0	0	5e-107	0.628	0	PSSD
CP002684.1	3428023	3428297	+	AT1G59820.1	0.07	3	0	1	0	7e-35	0.815	0	FRAG
CP002684.1	3474528	3474969	+	AT5G58003.1	0.36	3	12	1	0	2e-29	0.604	0	FRAG
CP002684.1	3561155	3561468	+	AT1G10717.1	0.88	1	2	1	1	2e-15	0.60	2	DUP
CP002684.1	3630956	3632125	+	AT3G13680.1	0.97	20	13	0	1	3e-102	0.563	3	PSSD
CP002684.1	3730414	3731637	+	AT1G13200.1	0.94	1	4	0	0	1e-163	0.711	0	PSSD
CP002684.1	3861092	3861826	+	AT1G10980.1	0.42	41	9	4	4	2e-15	0.447	0	FRAG
CP002684.1	3894690	3895327	+	AT4G03940.1	0.57	36	0	1	4	7e-52	0.813	0	FRAG
CP002684.1	3898882	3899842	+	AT4G03950.1	0.79	18	0	2	1	2e-48	0.87	3	DUP
CP002684.1	3906726	3907323	+	AT1G11620.1	0.59	16	29	3	1	4e-34	0.592	0	FRAG
CP002684.1	3911514	3911921	+	AT1G11620.1	0.37	0	0	0	0	3e-48	1.000	3	FRAG
CP002684.1	3988346	3989396	+	AT4G17200.1	1.00	23	49	7	4	8e-30	0.443	3	PSSD
CP002684.1	4006864	4006965	+	AT3G06895.1	0.67	0	0	0	0	1e-08	0.912	0	FRAG
CP002684.1	4315487	4315790	+	AT1G12663.1	0.83	7	1	1	0	2e-16	0.559	0	PSSD
CP002684.1	4316722	4316946	+	AT1G12663.1	0.61	6	1	0	0	1e-09	0.500	0	FRAG
CP002684.1	4317438	4317620	+	AT5G65560.1	0.07	1	0	0	0	8e-09	0.508	0	FRAG
CP002684.1	4455477	4457089	+	AT3G26180.1	0.99	7	4	2	0	5e-144	0.61	0	DUP
CP002684.1	4505140	4505315	-	AT1G12855.1	0.13	1	0	1	1	9e-07	0.576	0	FRAG
CP002684.1	4612357	4612721	+	AT3G25980.1	0.44	30	0	1	3	2e-14	0.492	0	FRAG
CP002684.1	4936152	4937015	+	AT1G09650.1	0.77	0	6	0	0	7e-76	0.541	0	PSSD
CP002684.1	5023656	5026062	+	AT1G14650.1	1.00	2	13	2	0	6e-33	0.82	0	DUP
CP002684.1	5101007	5101367	+	AT2G35280.1	0.74	1	0	1	0	5e-58	0.967	0	PSSD
CP002684.1	5356479	5356565	+	AT3G56510.1	0.12	0	1	0	0	3e-07	0.867	0	FRAG
CP002684.1	5528904	5531237	+	AT1G16130.1	0.95	25	14	0	1	0.0	0.66	0	DUP
CP002684.1	5665623	5668127	+	AT3G01610.1	0.99	7	45	1	1	0.0	0.84	0	DUP
CP002684.1	5675170	5675391	+	AT1G78955.1	0.06	0	0	0	0	5e-08	0.75	3	FRAG
CP002684.1	5701904	5702091	+	AT2G13430.1	0.37	1	3	1	0	4e-08	0.606	2	FRAG
CP002684.1	5792949	5794322	+	AT1G16930.1	0.30	9	17	1	0	1e-40	0.56	1	DUP
CP002684.1	5900170	5900807	+	AT4G20480.1	0.67	21	9	1	5	1e-09	0.44	0	FRAG
CP002684.1	6232095	6233840	+	AT1G54000.1	0.94	13	75	7	1	1e-19	0.53	3	DUP
CP002684.1	6571493	6571705	+	AT1G18770.1	0.67	0	0	0	0	4e-23	0.634	0	FRAG
CP002684.1	6571954	6572979	+	AT3G24255.1	0.38	1	2	0	1	3e-66	0.51	3	DUP
CP002684.1	6586930	6587073	+	AT1G73220.1	0.09	0	0	0	0	7e-11	0.729	3	FRAG
CP002684.1	6717426	6717728	+	AT5G52440.1	0.27	2	0	1	0	5e-18	0.87	3	DUP
CP002684.1	6718675	6719070	+	AT4G13992.1	0.21	0	0	0	0	9e-56	0.750	3	FRAG
CP002684.1	6721474	6723915	+	AT4G13992.1	0.98	3	2	0	0	0.0	0.69	0	DUP
CP002684.1	6723102	6723404	+	AT2G43865.1	1.00	0	0	0	0	1e-23	0.921	0	PSSD
CP002684.1	6771624	6771869	+	AT1G19410.1	0.22	0	13	0	0	2e-23	0.684	0	FRAG
CP002684.1	6772870	6773257	+	AT1G19540.1	0.31	4	0	1	1	2e-18	0.80	0	DUP
CP002684.1	7065482	7065895	+	AT5G15420.1	0.87	0	0	0	2	1e-16	0.891	0	PSSD
