# Intersecting genes (threshold: 60.0%)
# Total genes in file1: 3705
# Total genes in file2: 7859
# Total matches found: 2598
# Match percentage: 70.12%
# Average values:
#   pseudopipe coverage: 0.53
#   pseudoscope coverage: 0.57
#   pseudopipe identity: 0.66
#   pseudoscope identity: 0.63
#   overlap: 94.93%

# chrom	ppipe_start	ppipe_end	pscope_start	pscope_end	ppipe_cov	pscope_cov	ppipe_ident	pscope_ident	overlap
CP002686.1	17863789	17865890	17863681	17865887	0.87	0.92	0.45	0.49	99.86%
CP002686.1	18024969	18026037	18025085	18025888	0.87	0.73	0.39	0.30	75.21%
CP002686.1	18026376	18026726	18026376	18026723	0.23	0.23	0.79	0.79	99.15%
CP002686.1	18027548	18027664	18027250	18027661	0.06	0.32	0.90	0.89	97.44%
CP002686.1	18106902	18107091	18106928	18107103	0.22	0.17	0.75	0.76	86.32%
CP002686.1	18184447	18184801	18184506	18184798	0.28	0.83	0.65	0.75	82.54%
CP002686.1	18199008	18199292	18198934	18199289	0.17	0.19	0.54	0.26	98.95%
CP002686.1	18269849	18270785	18269849	18270782	0.34	0.58	0.49	0.49	99.68%
CP002686.1	18484002	18484355	18483990	18484391	0.46	0.34	0.58	0.45	100.00%
CP002686.1	18641970	18642657	18642172	18642654	0.85	0.58	0.40	0.45	70.20%
CP002686.1	18643143	18643443	18643143	18643446	0.69	0.70	0.53	0.52	100.00%
CP002686.1	18645924	18646505	18646043	18646502	0.87	0.73	0.64	0.71	79.04%
CP002686.1	18685454	18686098	18685454	18686095	0.95	0.94	0.68	0.68	99.53%
CP002686.1	18927780	18927964	18927756	18927955	0.36	0.39	0.60	0.56	95.14%
CP002686.1	18983066	18983357	18983066	18983354	0.18	0.18	0.92	0.92	98.97%
CP002686.1	19099930	19100442	19099930	19100439	0.24	0.24	0.66	0.66	99.42%
CP002686.1	19290340	19290965	19290340	19290974	0.29	0.30	0.85	0.80	100.00%
CP002686.1	19479705	19480046	19479087	19480211	0.54	0.86	0.54	0.36	100.00%
CP002686.1	19671202	19671697	19671355	19675352	0.99	0.56	0.49	0.65	69.15%
CP002686.1	20066893	20067356	20066941	20067353	0.84	0.75	0.48	0.48	89.01%
CP002686.1	20876687	20877364	20876627	20877358	0.75	0.55	0.46	0.32	99.12%
CP002686.1	20893591	20893773	20893591	20893773	0.16	0.16	0.49	0.48	100.00%
CP002686.1	21003412	21003816	21003412	21003813	0.22	0.21	0.59	0.70	99.26%
CP002686.1	21041939	21042103	21041939	21042139	0.20	0.25	0.78	0.69	100.00%
CP002686.1	21132497	21132818	21132486	21132815	0.23	0.24	0.81	0.80	99.07%
CP002686.1	21322564	21323097	21322564	21323340	0.50	0.66	0.36	0.29	100.00%
CP002686.1	21326194	21327705	21326194	21327855	0.90	0.99	0.34	0.33	100.00%
CP002686.1	21425479	21425923	21425479	21425920	0.99	0.99	0.60	0.60	99.33%
CP002686.1	21752120	21752254	21752141	21752251	0.09	0.08	0.84	0.84	82.22%
CP002686.1	21877230	21877588	21877230	21884072	0.28	0.32	0.70	0.73	100.00%
CP002686.1	22090751	22090852	22090751	22090873	0.11	0.14	0.88	0.79	100.00%
CP002686.1	22203860	22204186	22203860	22204186	0.64	0.23	0.67	0.64	100.00%
CP002686.1	22253411	22253691	22253509	22253688	0.09	0.07	0.66	0.56	64.06%
CP002686.1	22383850	22384005	22383850	22384002	0.21	0.19	1.00	1.00	98.08%
CP002686.1	22533756	22534282	22533768	22534663	0.26	0.35	0.86	0.78	97.72%
CP002686.1	22575694	22577373	22575627	22577370	0.77	0.82	0.80	0.77	99.82%
CP002686.1	22656309	22656549	22656400	22656552	0.29	0.19	0.61	0.81	62.24%
CP002686.1	22767832	22768038	22767832	22768047	0.49	0.51	0.83	0.80	100.00%
CP002686.1	22847643	22847787	22847655	22847784	0.22	0.20	0.70	0.74	89.66%
CP002686.1	22977704	22977856	22977677	22977853	0.13	0.15	0.65	0.58	98.04%
CP002686.1	23131670	23131966	23131670	23131963	0.17	0.16	0.93	0.26	98.99%
CP002684.1	366	746	306	665	0.60	0.57	0.33	0.32	78.74%
CP002684.1	47067	47292	47067	47231	0.07	0.06	0.73	0.63	73.01%
CP002684.1	582413	582922	582425	582925	0.90	0.95	0.50	0.82	97.65%
CP002684.1	583391	583936	583391	583942	0.74	0.74	0.28	0.28	100.00%
CP002684.1	892820	893913	893034	893928	0.34	0.64	0.38	0.46	80.44%
CP002684.1	1804076	1804159	1804076	1804156	0.09	0.08	0.86	0.86	96.43%
CP002684.1	2189324	2189530	2189324	2189527	0.11	0.11	0.47	0.47	98.55%
CP002684.1	3329126	3331164	3329671	3331161	0.93	0.72	0.58	0.69	73.12%
CP002684.1	3332329	3333204	3331189	3333219	0.88	0.99	0.63	0.66	100.00%
CP002684.1	3428023	3428297	3428028	3428294	0.07	0.07	0.81	0.82	97.09%
CP002684.1	3474528	3474969	3474525	3474858	0.36	0.26	0.60	0.63	74.89%
CP002684.1	3630956	3632125	3630941	3632122	0.97	0.70	0.56	0.37	99.74%
CP002684.1	3730414	3731637	3730423	3731634	0.94	0.88	0.71	0.70	99.02%
CP002684.1	3894690	3895327	3894690	3896899	0.57	0.99	0.81	0.77	100.00%
CP002684.1	3898882	3899842	3898631	3899839	0.79	0.84	0.87	0.87	99.69%
CP002684.1	3988346	3989396	3988346	3989031	1.00	0.67	0.44	0.68	65.27%
CP002684.1	4315487	4315790	4315559	4316978	0.83	0.83	0.56	0.52	76.32%
CP002684.1	4316722	4316946	4315559	4316978	0.61	0.83	0.50	0.52	100.00%
CP002684.1	4317438	4317620	4317426	4317620	0.07	0.07	0.51	0.48	100.00%
CP002684.1	4455477	4457089	4455459	4457089	0.99	0.98	0.61	0.47	100.00%
CP002684.1	4505140	4505315	4505143	4505312	0.13	0.13	0.58	0.78	96.59%
CP002684.1	4936152	4937015	4931138	4937012	0.77	0.73	0.54	0.65	99.65%
CP002684.1	5356479	5356565	5356479	5356556	0.12	0.10	0.87	0.96	89.66%
CP002684.1	5528904	5531237	5528904	5531237	0.95	1.00	0.66	0.76	100.00%
CP002684.1	5665623	5668127	5665650	5668148	0.99	0.99	0.84	0.84	98.92%
CP002684.1	5701904	5702091	5701883	5702082	0.37	0.39	0.61	0.59	95.21%
CP002684.1	6232095	6233840	6232092	6233837	0.94	0.94	0.53	0.65	99.83%
CP002684.1	6571493	6571705	6571091	6571702	0.67	0.99	0.63	0.35	98.59%
CP002684.1	6571954	6572979	6571954	6573090	0.38	0.79	0.51	0.48	100.00%
CP002684.1	6586930	6587073	6586930	6587070	0.09	0.09	0.73	0.73	97.92%
CP002684.1	6717426	6717728	6717426	6717725	0.27	0.27	0.87	0.87	99.01%
CP002684.1	6718675	6719070	6718669	6723906	0.21	0.99	0.75	0.38	100.00%
CP002684.1	6721474	6723915	6718669	6723906	0.98	0.99	0.69	0.38	99.63%
CP002684.1	6723102	6723404	6718669	6723906	1.00	0.99	0.92	0.38	100.00%
CP002684.1	6771624	6771869	6771588	6771926	0.22	0.33	0.68	0.36	100.00%
CP002684.1	7065482	7065895	7065467	7065892	0.87	0.89	0.89	0.87	99.28%
CP002684.1	7222937	7223095	7222898	7223092	0.33	0.46	0.87	0.47	98.11%
CP002684.1	7448629	7449291	7442251	7451707	0.60	1.00	0.51	0.64	100.00%
CP002684.1	7449472	7449664	7442251	7451707	0.39	1.00	0.61	0.64	100.00%
CP002684.1	7529158	7529358	7529143	7529355	0.23	0.25	0.64	0.61	98.51%
CP002684.1	7855508	7855707	7855505	7855704	0.13	0.13	0.74	0.73	98.50%
CP002684.1	7973899	7974372	7972267	7981257	0.44	0.99	0.31	0.37	100.00%
CP002684.1	8140490	8140624	8140499	8140621	0.12	0.11	0.84	0.91	91.11%
CP002684.1	8331341	8332133	8331470	8332130	0.41	0.37	0.88	0.91	83.35%
CP002684.1	8363878	8364087	8363878	8364111	0.19	0.21	0.46	0.44	100.00%
CP002684.1	8419342	8419761	8419348	8419764	0.43	0.43	0.67	0.68	98.57%
CP002684.1	8515128	8515289	8515158	8515274	0.24	0.25	0.50	0.62	72.22%
CP002684.1	8621896	8622213	8621896	8622210	0.68	0.67	0.64	0.64	99.06%
CP002684.1	8732843	8733241	8731569	8733241	0.36	0.96	0.33	0.34	100.00%
CP002684.1	8739859	8740066	8737958	8740919	0.22	0.99	0.90	0.66	100.00%
CP002684.1	8757069	8757359	8757057	8757353	0.40	0.67	0.89	0.54	97.94%
CP002684.1	8766063	8766221	8766054	8767165	0.18	0.90	0.65	0.57	100.00%
CP002684.1	8780443	8780601	8780434	8781545	0.18	0.90	0.65	0.57	100.00%
CP002684.1	8801779	8801991	8801758	8801988	0.51	0.56	0.89	0.82	98.59%
CP002684.1	8802971	8803129	8802962	8804073	0.18	0.90	0.65	0.57	100.00%
CP002684.1	8816157	8816369	8816136	8816366	0.51	0.56	0.89	0.82	98.59%
CP002684.1	8828288	8828554	8826289	8829166	0.71	1.00	0.98	0.90	100.00%
CP002684.1	8831727	8831885	8831718	8832829	0.18	0.90	0.65	0.57	100.00%
CP002684.1	9311429	9311594	9311411	9311591	0.60	0.41	0.56	0.54	98.19%
CP002684.1	9323740	9324200	9323740	9324165	0.90	0.79	0.79	0.80	92.41%
CP002684.1	9368004	9373532	9368004	9373529	0.08	0.08	0.67	0.67	99.95%
CP002684.1	9475581	9476000	9475533	9475997	0.58	0.89	0.40	0.37	99.29%
CP002684.1	9583001	9583784	9583139	9585913	0.31	0.54	0.46	0.45	82.40%
CP002684.1	9630044	9630705	9630044	9630702	0.35	0.35	0.68	0.68	99.55%
CP002684.1	9759212	9760162	9759212	9760159	1.00	1.00	0.77	0.71	99.68%
CP002684.1	9794482	9794649	9794482	9794646	0.15	0.15	0.64	0.64	98.21%
CP002684.1	10003150	10003540	10003120	10005683	0.44	0.48	0.51	0.52	100.00%
CP002684.1	10005249	10005677	10003120	10005683	0.48	0.48	0.54	0.52	100.00%
CP002684.1	10593542	10593730	10593542	10593727	0.08	0.07	0.94	0.94	98.41%
CP002684.1	10927287	10927501	10927269	10927517	0.24	0.24	0.56	0.55	100.00%
CP002684.1	10927930	10928037	10927930	10928031	0.36	0.34	0.83	0.86	94.44%
CP002684.1	11014061	11014358	11006958	11027002	0.23	0.99	0.49	0.58	100.00%
CP002684.1	11089491	11090235	11089503	11090271	0.47	0.83	0.53	0.43	98.39%
CP002684.1	11171710	11171832	11171710	11171829	0.91	0.89	0.88	0.88	97.56%
CP002684.1	11228988	11229838	11228988	11229835	0.97	0.96	0.85	0.76	99.65%
CP002684.1	11364340	11364656	11364462	11364653	0.18	0.10	0.46	0.61	60.57%
CP002684.1	11473164	11473489	11473125	11473406	0.53	0.23	0.41	0.32	74.54%
CP002684.1	11495628	11496044	11495607	11496041	0.82	0.82	0.53	0.43	99.28%
CP002684.1	11527743	11528129	11527743	11528147	0.85	0.88	0.50	0.49	100.00%
CP002684.1	11637149	11637393	11637181	11637405	0.19	0.18	0.59	0.54	86.94%
CP002684.1	11662145	11662240	11662145	11662267	0.46	0.14	0.91	0.74	100.00%
CP002684.1	11662570	11662875	11662570	11662872	0.96	0.96	0.47	0.38	99.02%
CP002684.1	11688231	11688518	11688162	11688757	0.13	0.43	0.51	0.38	100.00%
CP002684.1	11698280	11698899	11697990	11704897	0.56	0.32	0.65	0.84	100.00%
CP002684.1	11709012	11709283	11709012	11709280	0.13	0.13	0.48	0.47	98.90%
CP002684.1	11733136	11733354	11733127	11733351	0.15	0.15	0.86	0.83	98.63%
CP002684.1	12024810	12025300	12024821	12025297	0.40	0.41	0.74	0.31	97.15%
CP002684.1	12043672	12044296	12041784	12044410	0.24	0.52	0.48	0.42	100.00%
CP002684.1	12231684	12232532	12231684	12232420	0.66	0.58	0.53	0.56	86.81%
CP002684.1	12386219	12386686	12386219	12387336	0.76	0.99	0.72	0.80	100.00%
CP002684.1	12405919	12406080	12405919	12406077	0.18	0.17	0.94	0.94	98.15%
CP002684.1	12415547	12417148	12415544	12416970	0.77	0.67	0.60	0.68	88.89%
CP002684.1	12528095	12529116	12528026	12529128	0.98	0.98	0.71	0.58	100.00%
CP002684.1	12569010	12569194	12569010	12569176	0.30	0.27	0.85	0.86	90.27%
CP002684.1	12701488	12701962	12701365	12701937	0.67	0.41	0.86	0.52	94.74%
CP002684.1	12711055	12713474	12711184	12713471	0.43	0.35	0.61	0.71	94.55%
CP002684.1	12729647	12729892	12729647	12729889	0.07	0.07	0.79	0.79	98.78%
CP002684.1	12767466	12768693	12767466	12812913	1.00	1.00	0.87	0.80	100.00%
CP002684.1	12770876	12772104	12767466	12812913	1.00	1.00	0.85	0.80	100.00%
CP002684.1	12774290	12775521	12767466	12812913	1.00	1.00	0.86	0.80	100.00%
CP002684.1	12777704	12778932	12767466	12812913	1.00	1.00	0.85	0.80	100.00%
CP002684.1	12781119	12782347	12767466	12812913	1.00	1.00	0.85	0.80	100.00%
CP002684.1	12784529	12785757	12767466	12812913	1.00	1.00	0.85	0.80	100.00%
CP002684.1	12787943	12789174	12767466	12812913	1.00	1.00	0.86	0.80	100.00%
CP002684.1	12791357	12792585	12767466	12812913	1.00	1.00	0.85	0.80	100.00%
CP002684.1	12794772	12796000	12767466	12812913	1.00	1.00	0.85	0.80	100.00%
CP002684.1	12798096	12799324	12767466	12812913	1.00	1.00	0.85	0.80	100.00%
CP002684.1	12801420	12802651	12767466	12812913	1.00	1.00	0.86	0.80	100.00%
CP002684.1	12804976	12806065	12767466	12812913	0.78	1.00	0.90	0.80	100.00%
CP002684.1	12841744	12842101	12841741	12842104	0.68	0.69	0.66	0.65	100.00%
CP002684.1	12849813	12850202	12847633	12850199	0.10	0.98	0.90	0.85	99.23%
CP002684.1	12941099	12941654	12939601	12941542	0.94	0.98	0.55	0.78	79.86%
CP002684.1	12989763	12990100	12989754	12990097	0.16	0.15	0.69	0.63	99.11%
CP002684.1	12995554	12995772	12995551	12997092	0.42	0.78	0.64	0.55	100.00%
CP002684.1	13008911	13009363	13008911	13009600	0.38	0.57	0.40	0.33	100.00%
CP002684.1	13013041	13014303	13013038	13014516	0.74	0.85	0.34	0.32	100.00%
CP002684.1	13076842	13077491	13076854	13077488	0.26	0.25	0.58	0.77	97.69%
CP002684.1	13142474	13142785	13142114	13142788	0.54	0.55	0.57	0.60	100.00%
CP002684.1	13154367	13155322	13153161	13155319	0.79	0.99	0.60	0.75	99.69%
CP002684.1	13216720	13217188	13216696	13217067	0.61	0.56	0.65	0.38	74.20%
CP002684.1	13298533	13298872	13293844	13301475	0.52	0.59	0.74	0.71	100.00%
CP002684.1	13329637	13329786	13324717	13329783	0.15	0.17	0.92	0.89	98.00%
CP002684.1	13403373	13404108	13403322	13404105	0.36	0.38	0.69	0.67	99.59%
CP002684.1	13405587	13405799	13405587	13405787	0.08	0.08	0.46	0.48	94.37%
CP002684.1	13477882	13478058	13477882	13478055	0.08	0.08	0.86	0.86	98.31%
CP002684.1	13617704	13618083	13617782	13633361	0.37	0.98	0.32	0.54	79.47%
CP002684.1	13622707	13623282	13617782	13633361	0.42	0.98	0.30	0.54	100.00%
CP002684.1	13624621	13633364	13617782	13633361	1.00	0.98	0.65	0.54	99.97%
CP002684.1	13655909	13656414	13655867	13656411	1.00	0.99	0.85	0.85	99.41%
CP002684.1	13656846	13657223	13656846	13657220	0.16	0.16	0.51	0.51	99.21%
CP002684.1	13693777	13693947	13693036	13694679	0.34	0.97	0.40	0.31	100.00%
CP002684.1	13693957	13694736	13693036	13694679	0.99	0.97	0.55	0.31	92.69%
CP002684.1	13880511	13881539	13880511	13881536	0.61	0.61	0.72	0.71	99.71%
CP002684.1	13895168	13895440	13895205	13895389	0.73	0.33	0.75	0.78	67.77%
CP002684.1	13920347	13920725	13920173	13920716	0.68	0.15	0.65	0.75	97.63%
CP002684.1	13925672	13925767	13925672	13925764	0.09	0.09	0.78	0.78	96.88%
CP002684.1	14020029	14020178	14020077	14020484	0.08	0.17	0.52	0.30	68.00%
CP002684.1	14861404	14861866	14861404	14861690	0.99	0.54	0.41	0.39	61.99%
CP002684.1	14914749	14914924	14914749	14914912	0.52	0.48	0.71	0.75	93.18%
CP002684.1	14915814	14916276	14915814	14916100	0.99	0.54	0.41	0.39	61.99%
CP002684.1	15438981	15439133	15438891	15439130	0.33	0.52	0.51	0.42	98.04%
CP002684.1	15633097	15634188	15633070	15634185	0.96	0.99	0.59	0.58	99.73%
CP002684.1	15634176	15634475	15634230	15634472	0.51	0.43	0.46	0.49	81.00%
CP002684.1	15701953	15702175	15701974	15702172	0.28	0.25	0.84	0.85	89.24%
CP002684.1	15716318	15716540	15716339	15716537	0.28	0.25	0.87	0.88	89.24%
CP002684.1	15759289	15759511	15757964	15760159	0.28	0.99	0.83	0.83	100.00%
CP002684.1	15763605	15763917	15763605	15763914	0.07	0.07	0.92	0.92	99.04%
CP002684.1	15770764	15771099	15770764	15771096	0.11	0.23	0.58	0.55	99.11%
CP002684.1	15814809	15814910	15813928	15816976	0.97	0.39	0.79	0.45	100.00%
CP002684.1	15815749	15816058	15813928	15816976	0.52	0.39	0.78	0.45	100.00%
CP002684.1	15885769	15885898	15885245	15885892	0.28	0.49	0.85	0.76	95.38%
CP002684.1	15958627	15959888	15958627	15966389	0.41	0.43	0.60	0.62	100.00%
CP002684.1	15988831	15990315	15989139	15990393	0.63	0.60	0.35	0.29	79.26%
CP002684.1	15997003	15997366	15997003	16000374	0.15	1.00	0.87	0.84	100.00%
CP002684.1	15997520	16000377	15997003	16000374	0.89	1.00	0.86	0.84	99.90%
CP002684.1	16012051	16012592	16012051	16012580	0.83	0.80	0.82	0.78	97.79%
CP002684.1	16020767	16021372	16020767	16025423	1.00	0.99	0.88	0.83	100.00%
CP002684.1	16039471	16039790	16039189	16039776	0.14	0.15	0.57	0.87	95.62%
CP002684.1	16043178	16043303	16043178	16043387	0.08	0.14	0.79	0.41	100.00%
CP002684.1	16124294	16124524	16124297	16124659	0.55	0.68	0.47	0.30	98.70%
CP002684.1	16166677	16166935	16166695	16167899	0.48	0.54	0.69	0.65	93.05%
CP002684.1	16208476	16208909	16208485	16208906	0.71	0.68	0.81	0.80	97.24%
CP002684.1	16317975	16318991	16313191	16323156	0.52	0.67	0.59	0.27	100.00%
CP002684.1	16320065	16320562	16313191	16323156	0.51	0.67	0.34	0.27	100.00%
CP002684.1	16367978	16368394	16367978	16368391	1.00	0.99	0.72	0.59	99.28%
CP002684.1	16388249	16388734	16388177	16388731	0.24	0.27	0.53	0.48	99.38%
CP002684.1	16455622	16455740	16455630	16455737	0.12	0.11	0.75	0.78	90.76%
CP002684.1	16457845	16458318	16457845	16458336	0.22	0.22	0.78	0.76	100.00%
CP002684.1	16494847	16495523	16494449	16496238	0.69	0.99	0.87	0.76	100.00%
CP002684.1	16503273	16504069	16503273	16504120	0.86	0.92	0.53	0.51	100.00%
CP002684.1	16506466	16507465	16506403	16507459	0.71	0.74	0.64	0.36	99.40%
CP002684.1	16537666	16537989	16537666	16537935	0.20	0.18	0.74	0.72	83.33%
CP002684.1	16568937	16575483	16568967	16575480	0.85	0.82	0.63	0.63	99.50%
CP002684.1	16638052	16638240	16637683	16638237	0.17	0.31	0.62	0.61	98.41%
CP002684.1	16711129	16711509	16711102	16711503	0.99	0.99	0.77	0.54	98.43%
CP002684.1	16792706	16792966	16792706	16792969	0.63	0.58	0.56	0.45	100.00%
CP002684.1	16817269	16817495	16816999	16817483	0.47	0.57	0.58	0.44	94.71%
CP002684.1	16818625	16818771	16818625	16818768	0.29	0.10	0.49	0.55	97.96%
CP002684.1	16846850	16847287	16846805	16847320	0.16	0.37	0.39	0.43	100.00%
CP002684.1	16883551	16883696	16883551	16883690	0.22	0.21	0.71	0.71	95.89%
CP002684.1	17012571	17012813	17012568	17012810	0.25	0.21	0.67	0.40	98.77%
CP002684.1	17111813	17112088	17111813	17112073	0.18	0.45	0.68	0.61	94.57%
CP002684.1	17136046	17136389	17136046	17145126	1.00	0.98	0.93	0.67	100.00%
CP002684.1	17143007	17143348	17136046	17145126	0.99	0.98	0.95	0.67	100.00%
CP002684.1	17144753	17145097	17136046	17145126	1.00	0.98	0.94	0.67	100.00%
CP002684.1	17203685	17207598	17203685	17207595	1.00	1.00	0.79	0.85	99.92%
CP002684.1	17318228	17318556	17318171	17318589	0.77	0.53	0.62	0.33	100.00%
CP002684.1	17349256	17349510	17349220	17349501	0.83	0.90	0.67	0.37	96.47%
CP002684.1	17369584	17369810	17368980	17369807	0.14	0.20	0.72	0.71	98.68%
CP002684.1	17370948	17371320	17370987	17371323	0.39	0.43	0.41	0.71	89.54%
CP002684.1	17390119	17390606	17390119	17400707	0.17	0.85	0.56	0.51	100.00%
CP002684.1	17397613	17398194	17390119	17400707	0.54	0.85	0.52	0.51	100.00%
CP002684.1	17399506	17400593	17390119	17400707	0.41	0.85	0.46	0.51	100.00%
CP002684.1	17401155	17402252	17400933	17413911	0.93	1.00	0.79	0.84	100.00%
CP002684.1	17403894	17413914	17400933	17413911	1.00	1.00	0.85	0.84	99.97%
CP002684.1	17511188	17511322	17510943	17511492	0.07	0.53	0.82	0.95	100.00%
CP002684.1	17515765	17516013	17515765	17516010	0.41	0.40	0.70	0.70	98.80%
CP002684.1	17532770	17532946	17528961	17536138	0.98	0.77	0.90	0.87	100.00%
CP002684.1	17544079	17544392	17543143	17549690	1.00	0.98	0.90	0.93	100.00%
CP002684.1	17544632	17544856	17543143	17549690	0.87	0.98	0.64	0.93	100.00%
CP002684.1	17547325	17547638	17543143	17549690	1.00	0.98	0.90	0.93	100.00%
CP002684.1	17547877	17548098	17543143	17549690	0.86	0.98	0.64	0.93	100.00%
CP002684.1	17578916	17579047	17578916	17579056	0.15	0.20	0.66	0.60	100.00%
CP002684.1	17582094	17582189	17582094	17582186	0.64	0.62	0.84	0.84	96.88%
CP002684.1	17589361	17589723	17589361	17589766	0.30	0.47	0.43	0.42	100.00%
CP002684.1	17593996	17594197	17593996	17594194	0.38	0.37	0.83	0.83	98.51%
CP002684.1	17596592	17596909	17596592	17597014	0.10	0.29	0.61	0.45	100.00%
CP002684.1	17621963	17622154	17621259	17622112	0.46	0.78	0.94	0.77	78.12%
CP002684.1	17662939	17663932	17662939	17663929	0.40	0.40	0.85	0.84	99.70%
CP002684.1	17670603	17671572	17670597	17671578	0.83	0.83	0.41	0.56	100.00%
CP002684.1	17841641	17841807	17841641	17841804	0.59	0.58	0.82	0.82	98.20%
CP002684.1	17865825	17866433	17865828	17866469	0.41	0.48	0.59	0.62	99.51%
CP002684.1	17979570	17980773	17979561	17980806	0.95	1.00	0.57	0.54	100.00%
CP002684.1	18154036	18154460	18154039	18163563	0.33	0.37	0.56	0.77	99.29%
CP002684.1	18448347	18448454	18448156	18448765	0.16	0.83	0.81	0.82	100.00%
CP002684.1	18566604	18569398	18566604	18569395	0.99	0.99	0.75	0.75	99.89%
CP002684.1	18601251	18601648	18601251	18602351	0.12	0.25	0.91	0.87	100.00%
CP002684.1	18721898	18722896	18721901	18722857	0.65	0.62	0.87	0.56	95.80%
CP002684.1	18925068	18925160	18925068	18925157	0.06	0.06	0.87	0.87	96.77%
CP002684.1	19073608	19073825	19073608	19073822	0.15	0.14	0.74	0.74	98.62%
CP002684.1	19290919	19291108	19290919	19291105	0.08	0.07	0.97	0.97	98.42%
CP002684.1	19453086	19453262	19453086	19453259	0.07	0.07	0.82	0.82	98.31%
CP002684.1	19497368	19497487	19497368	19497484	0.09	0.09	0.82	0.82	97.50%
CP002684.1	19724222	19724588	19724222	19724585	0.54	0.54	0.89	0.89	99.18%
CP002684.1	20187520	20187957	20187526	20187917	0.33	0.29	0.51	0.52	89.50%
CP002684.1	20206722	20206831	20206722	20206828	0.28	0.27	0.86	0.86	97.27%
CP002684.1	20432886	20433074	20432865	20433071	0.23	0.26	0.57	0.54	98.41%
CP002684.1	20679267	20679467	20679261	20679464	0.19	0.19	0.91	0.88	98.51%
CP002684.1	20777727	20778127	20777727	20778091	0.98	0.88	0.69	0.70	91.02%
CP002684.1	20915277	20916628	20915277	20916679	0.41	0.88	0.80	0.75	100.00%
CP002684.1	20931026	20932062	20931026	20931828	0.60	0.41	0.53	0.83	77.43%
CP002684.1	20943714	20944237	20943714	20944030	0.56	0.41	0.43	0.52	60.50%
CP002684.1	21108562	21110022	21108568	21110019	0.77	0.76	0.71	0.79	99.38%
CP002684.1	21149873	21150172	21149870	21150260	0.09	0.29	0.80	0.59	100.00%
CP002684.1	21215821	21216441	21215860	21216438	0.44	0.36	0.72	0.72	93.24%
CP002684.1	21326688	21326879	21326688	21326876	0.20	0.20	0.83	0.83	98.44%
CP002684.1	21382112	21382638	21382295	21382638	0.17	0.13	0.78	0.81	65.28%
CP002684.1	21382979	21383266	21382961	21383275	0.28	0.23	0.56	0.35	100.00%
CP002684.1	21563512	21563723	21563494	21563652	0.78	0.58	0.62	0.61	66.51%
CP002684.1	21581295	21581691	21581304	21581638	0.44	0.37	0.48	0.49	84.38%
CP002684.1	21832913	21833193	21833020	21833199	0.36	0.15	0.58	0.50	61.92%
CP002684.1	21947265	21947557	21947250	21947554	0.28	0.29	0.77	0.83	98.98%
CP002684.1	21974319	21974476	21974319	21974459	0.56	0.52	0.58	0.60	89.24%
CP002684.1	22150916	22152112	22150916	22151939	1.00	0.86	0.55	0.56	85.55%
CP002684.1	22164279	22164791	22164273	22164794	0.24	0.23	0.79	0.59	100.00%
CP002684.1	22294734	22297193	22294734	22301340	1.00	0.99	0.85	0.77	100.00%
CP002684.1	22297902	22301161	22294734	22301340	0.33	0.99	0.78	0.77	100.00%
CP002684.1	22429331	22429447	22429340	22429444	0.11	0.10	0.69	0.75	89.74%
CP002684.1	22577598	22577699	22577604	22577705	0.05	0.06	0.73	0.69	94.12%
CP002684.1	22840007	22841848	22840125	22841854	0.75	0.70	0.61	0.61	93.59%
CP002684.1	22914905	22915325	22914869	22915325	0.34	0.37	0.62	0.53	100.00%
CP002684.1	23195359	23195718	23195359	23195721	0.37	0.38	0.66	0.42	100.00%
CP002684.1	23301644	23303382	23297468	23303257	0.75	0.90	0.55	0.73	92.81%
CP002684.1	23371588	23372070	23371537	23372067	0.73	0.99	0.55	0.62	99.38%
CP002684.1	23408421	23408697	23408454	23408694	0.13	0.11	0.78	0.78	87.00%
CP002684.1	23453983	23454947	23454136	23455079	0.36	0.33	0.44	0.35	84.15%
CP002684.1	23655716	23657379	23655716	23657376	1.00	1.00	0.88	0.72	99.82%
CP002684.1	23749529	23749824	23749484	23749866	0.25	0.63	0.56	0.40	100.00%
CP002684.1	23837561	23839894	23837561	23852685	1.00	1.00	0.66	0.61	100.00%
CP002684.1	23840888	23843199	23837561	23852685	1.00	1.00	0.61	0.61	100.00%
